的	0.0100000000 
一	0.0099999999 
是	0.0099999998 
不	0.0099999997 
了	0.0099999996 
在	0.0099999995 
我	0.0099999994 
人	0.0099999993 
他	0.0099999992 
这	0.0099999991 
有	0.0099999990 
个	0.0099999989 
大	0.0099999988 
上	0.0099999987 
中	0.0099999986 
来	0.0099999985 
地	0.0099999984 
和	0.0099999983 
说	0.0099999982 
为	0.0099999981 
们	0.0099999980 
到	0.0099999979 
你	0.0099999978 
就	0.0099999977 
也	0.0099999976 
以	0.0099999975 
国	0.0099999974 
那	0.0099999973 
要	0.0099999972 
时	0.0099999971 
出	0.0099999970 
着	0.0099999969 
可	0.0099999968 
道	0.0099999967 
之	0.0099999966 
对	0.0099999965 
会	0.0099999964 
自	0.0099999963 
而	0.0099999962 
得	0.0099999961 
下	0.0099999960 
能	0.0099999959 
过	0.0099999958 
生	0.0099999957 
子	0.0099999956 
于	0.0099999955 
年	0.0099999954 
后	0.0099999953 
发	0.0099999952 
都	0.0099999951 
里	0.0099999950 
没	0.0099999949 
还	0.0099999948 
所	0.0099999947 
去	0.0099999946 
看	0.0099999945 
事	0.0099999944 
如	0.0099999943 
用	0.0099999942 
小	0.0099999941 
作	0.0099999940 
多	0.0099999939 
行	0.0099999938 
只	0.0099999937 
好	0.0099999936 
成	0.0099999935 
家	0.0099999934 
天	0.0099999933 
她	0.0099999932 
方	0.0099999931 
然	0.0099999930 
当	0.0099999929 
心	0.0099999928 
起	0.0099999927 
种	0.0099999926 
想	0.0099999925 
经	0.0099999924 
现	0.0099999923 
但	0.0099999922 
法	0.0099999921 
无	0.0099999920 
同	0.0099999919 
么	0.0099999918 
进	0.0099999917 
学	0.0099999916 
面	0.0099999915 
其	0.0099999914 
前	0.0099999913 
已	0.0099999912 
主	0.0099999911 
从	0.0099999910 
动	0.0099999909 
分	0.0099999908 
把	0.0099999907 
开	0.0099999906 
军	0.0099999905 
又	0.0099999904 
两	0.0099999903 
本	0.0099999902 
因	0.0099999901 
定	0.0099999900 
部	0.0099999899 
与	0.0099999898 
将	0.0099999897 
日	0.0099999896 
长	0.0099999895 
理	0.0099999894 
三	0.0099999893 
些	0.0099999892 
实	0.0099999891 
样	0.0099999890 
十	0.0099999889 
意	0.0099999888 
知	0.0099999887 
此	0.0099999886 
第	0.0099999885 
力	0.0099999884 
很	0.0099999883 
正	0.0099999882 
高	0.0099999881 
手	0.0099999880 
什	0.0099999879 
身	0.0099999878 
被	0.0099999877 
它	0.0099999876 
明	0.0099999875 
老	0.0099999874 
者	0.0099999873 
公	0.0099999872 
见	0.0099999871 
机	0.0099999870 
向	0.0099999869 
问	0.0099999868 
最	0.0099999867 
使	0.0099999866 
全	0.0099999865 
点	0.0099999864 
情	0.0099999863 
外	0.0099999862 
民	0.0099999861 
并	0.0099999860 
战	0.0099999859 
关	0.0099999858 
工	0.0099999857 
回	0.0099999856 
等	0.0099999855 
相	0.0099999854 
二	0.0099999853 
重	0.0099999852 
由	0.0099999851 
头	0.0099999850 
声	0.0099999849 
性	0.0099999848 
应	0.0099999847 
间	0.0099999846 
话	0.0099999845 
文	0.0099999844 
给	0.0099999843 
美	0.0099999842 
业	0.0099999841 
物	0.0099999840 
真	0.0099999839 
体	0.0099999838 
或	0.0099999837 
政	0.0099999836 
几	0.0099999835 
内	0.0099999834 
利	0.0099999833 
打	0.0099999832 
走	0.0099999831 
新	0.0099999830 
位	0.0099999829 
西	0.0099999828 
再	0.0099999827 
产	0.0099999826 
加	0.0099999825 
月	0.0099999824 
却	0.0099999823 
先	0.0099999822 
制	0.0099999821 
特	0.0099999820 
果	0.0099999819 
东	0.0099999818 
神	0.0099999817 
儿	0.0099999816 
才	0.0099999815 
门	0.0099999814 
太	0.0099999813 
合	0.0099999812 
信	0.0099999811 
表	0.0099999810 
原	0.0099999809 
女	0.0099999808 
更	0.0099999807 
己	0.0099999806 
名	0.0099999805 
立	0.0099999804 
比	0.0099999803 
代	0.0099999802 
四	0.0099999801 
斯	0.0099999800 
任	0.0099999799 
次	0.0099999798 
世	0.0099999797 
便	0.0099999796 
听	0.0099999795 
提	0.0099999794 
做	0.0099999793 
海	0.0099999792 
水	0.0099999791 
教	0.0099999790 
眼	0.0099999789 
化	0.0099999788 
通	0.0099999787 
感	0.0099999786 
王	0.0099999785 
各	0.0099999784 
口	0.0099999783 
气	0.0099999782 
别	0.0099999781 
少	0.0099999780 
处	0.0099999779 
平	0.0099999778 
常	0.0099999777 
解	0.0099999776 
何	0.0099999775 
接	0.0099999774 
目	0.0099999773 
反	0.0099999772 
变	0.0099999771 
笑	0.0099999770 
总	0.0099999769 
入	0.0099999768 
认	0.0099999767 
条	0.0099999766 
安	0.0099999765 
金	0.0099999764 
及	0.0099999763 
度	0.0099999762 
让	0.0099999761 
山	0.0099999760 
马	0.0099999759 
受	0.0099999758 
活	0.0099999757 
结	0.0099999756 
数	0.0099999755 
直	0.0099999754 
必	0.0099999753 
白	0.0099999752 
指	0.0099999751 
张	0.0099999750 
报	0.0099999749 
论	0.0099999748 
员	0.0099999747 
义	0.0099999746 
放	0.0099999745 
电	0.0099999744 
至	0.0099999743 
五	0.0099999742 
系	0.0099999741 
难	0.0099999740 
命	0.0099999739 
建	0.0099999738 
尔	0.0099999737 
件	0.0099999736 
死	0.0099999735 
保	0.0099999734 
完	0.0099999733 
许	0.0099999732 
题	0.0099999731 
场	0.0099999730 
空	0.0099999729 
计	0.0099999728 
怎	0.0099999727 
光	0.0099999726 
管	0.0099999725 
非	0.0099999724 
德	0.0099999723 
强	0.0099999722 
量	0.0099999721 
决	0.0099999720 
形	0.0099999719 
像	0.0099999718 
期	0.0099999717 
资	0.0099999716 
队	0.0099999715 
清	0.0099999714 
务	0.0099999713 
嗯	0.0099999712 
统	0.0099999711 
书	0.0099999710 
市	0.0099999709 
司	0.0099999708 
师	0.0099999707 
住	0.0099999706 
即	0.0099999705 
克	0.0099999704 
带	0.0099999703 
飞	0.0099999702 
南	0.0099999701 
区	0.0099999700 
李	0.0099999699 
则	0.0099999698 
觉	0.0099999697 
交	0.0099999696 
社	0.0099999695 
今	0.0099999694 
基	0.0099999693 
北	0.0099999692 
展	0.0099999691 
传	0.0099999690 
连	0.0099999689 
叫	0.0099999688 
治	0.0099999687 
路	0.0099999686 
万	0.0099999685 
告	0.0099999684 
科	0.0099999683 
呢	0.0099999682 
思	0.0099999681 
达	0.0099999680 
记	0.0099999679 
转	0.0099999678 
望	0.0099999677 
边	0.0099999676 
快	0.0099999675 
风	0.0099999674 
色	0.0099999673 
该	0.0099999672 
界	0.0099999671 
象	0.0099999670 
权	0.0099999669 
拉	0.0099999668 
设	0.0099999667 
且	0.0099999666 
取	0.0099999665 
干	0.0099999664 
收	0.0099999663 
步	0.0099999662 
领	0.0099999661 
林	0.0099999660 
根	0.0099999659 
往	0.0099999658 
亲	0.0099999657 
极	0.0099999656 
求	0.0099999655 
未	0.0099999654 
每	0.0099999653 
程	0.0099999652 
式	0.0099999651 
兵	0.0099999650 
据	0.0099999649 
类	0.0099999648 
言	0.0099999647 
规	0.0099999646 
吧	0.0099999645 
品	0.0099999644 
确	0.0099999643 
观	0.0099999642 
城	0.0099999641 
虽	0.0099999640 
失	0.0099999639 
格	0.0099999638 
远	0.0099999637 
办	0.0099999636 
元	0.0099999635 
运	0.0099999634 
令	0.0099999633 
共	0.0099999632 
似	0.0099999631 
准	0.0099999630 
请	0.0099999629 
武	0.0099999628 
士	0.0099999627 
改	0.0099999626 
英	0.0099999625 
术	0.0099999624 
车	0.0099999623 
石	0.0099999622 
深	0.0099999621 
联	0.0099999620 
争	0.0099999619 
吗	0.0099999618 
院	0.0099999617 
轻	0.0099999616 
火	0.0099999615 
罗	0.0099999614 
百	0.0099999613 
夫	0.0099999612 
离	0.0099999611 
花	0.0099999610 
近	0.0099999609 
切	0.0099999608 
识	0.0099999607 
造	0.0099999606 
组	0.0099999605 
流	0.0099999604 
算	0.0099999603 
布	0.0099999602 
导	0.0099999601 
早	0.0099999600 
找	0.0099999599 
候	0.0099999598 
满	0.0099999597 
服	0.0099999596 
官	0.0099999595 
整	0.0099999594 
爱	0.0099999593 
字	0.0099999592 
持	0.0099999591 
跟	0.0099999590 
突	0.0099999589 
影	0.0099999588 
消	0.0099999587 
随	0.0099999586 
吃	0.0099999585 
商	0.0099999584 
证	0.0099999583 
单	0.0099999582 
议	0.0099999581 
越	0.0099999580 
存	0.0099999579 
击	0.0099999578 
精	0.0099999577 
济	0.0099999576 
始	0.0099999575 
台	0.0099999574 
黑	0.0099999573 
调	0.0099999572 
需	0.0099999571 
支	0.0099999570 
杀	0.0099999569 
团	0.0099999568 
功	0.0099999567 
具	0.0099999566 
华	0.0099999565 
脸	0.0099999564 
府	0.0099999563 
集	0.0099999562 
周	0.0099999561 
青	0.0099999560 
红	0.0099999559 
双	0.0099999558 
九	0.0099999557 
八	0.0099999556 
片	0.0099999555 
半	0.0099999554 
容	0.0099999553 
曾	0.0099999552 
啊	0.0099999551 
阿	0.0099999550 
落	0.0099999549 
显	0.0099999548 
除	0.0099999547 
尽	0.0099999546 
党	0.0099999545 
照	0.0099999544 
众	0.0099999543 
备	0.0099999542 
复	0.0099999541 
陈	0.0099999540 
断	0.0099999539 
价	0.0099999538 
约	0.0099999537 
写	0.0099999536 
包	0.0099999535 
级	0.0099999534 
另	0.0099999533 
病	0.0099999532 
质	0.0099999531 
称	0.0099999530 
倒	0.0099999529 
六	0.0099999528 
江	0.0099999527 
绝	0.0099999526 
敌	0.0099999525 
黄	0.0099999524 
技	0.0099999523 
朝	0.0099999522 
派	0.0099999521 
线	0.0099999520 
站	0.0099999519 
究	0.0099999518 
装	0.0099999517 
亚	0.0099999516 
首	0.0099999515 
刚	0.0099999514 
示	0.0099999513 
视	0.0099999512 
况	0.0099999511 
增	0.0099999510 
谈	0.0099999509 
惊	0.0099999508 
古	0.0099999507 
史	0.0099999506 
谁	0.0099999505 
引	0.0099999504 
须	0.0099999503 
七	0.0099999502 
息	0.0099999501 
研	0.0099999500 
际	0.0099999499 
器	0.0099999498 
易	0.0099999497 
留	0.0099999496 
推	0.0099999495 
坐	0.0099999494 
房	0.0099999493 
广	0.0099999492 
注	0.0099999491 
查	0.0099999490 
语	0.0099999489 
念	0.0099999488 
若	0.0099999487 
奇	0.0099999486 
紧	0.0099999485 
企	0.0099999484 
希	0.0099999483 
委	0.0099999482 
响	0.0099999481 
号	0.0099999480 
参	0.0099999479 
势	0.0099999478 
历	0.0099999477 
剑	0.0099999476 
攻	0.0099999475 
冷	0.0099999474 
投	0.0099999473 
哪	0.0099999472 
农	0.0099999471 
专	0.0099999470 
图	0.0099999469 
考	0.0099999468 
选	0.0099999467 
终	0.0099999466 
微	0.0099999465 
皇	0.0099999464 
土	0.0099999463 
局	0.0099999462 
星	0.0099999461 
足	0.0099999460 
刘	0.0099999459 
甚	0.0099999458 
严	0.0099999457 
医	0.0099999456 
男	0.0099999455 
营	0.0099999454 
乎	0.0099999453 
仅	0.0099999452 
父	0.0099999451 
拿	0.0099999450 
孩	0.0099999449 
答	0.0099999448 
费	0.0099999447 
标	0.0099999446 
依	0.0099999445 
兴	0.0099999444 
低	0.0099999443 
千	0.0099999442 
仍	0.0099999441 
急	0.0099999440 
护	0.0099999439 
竟	0.0099999438 
某	0.0099999437 
较	0.0099999436 
防	0.0099999435 
列	0.0099999434 
讲	0.0099999433 
破	0.0099999432 
客	0.0099999431 
施	0.0099999430 
